"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Djibouti","DJI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","16.2","16","15.7","15.5","15.3","15.1","14.9","14.6","14.3","14","13.7","13.3","13","12.6","12.3","11.9","11.5","11.2","10.9","10.5","10.2","9.9","9.6","9.3","8.9","8.7","8.4","8.1","7.8","7.6","7.3",
"Dominica","DMA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7","1.7","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.4",
"Denmark","DNK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Dominican Republic","DOM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.1","3.9","3.7","3.6","3.4","3.3","3.2","3.1","3","2.9","2.8","2.7","2.6","2.6","2.5","2.4","2.4","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.8","1.8","1.7","1.7","1.6","1.6",
"Algeria","DZA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.1","5","4.8","4.6","4.4","4.3","4.1","3.9","3.8","3.6","3.4","3.2","3.4","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.2","2.1","2.1","2","1.9","1.8","1.7","1.6","1.5","1.4",
"East Asia & Pacific (excluding high income)","EAP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.99439797956203","5.7688230767468","5.38141864835514","5.11710166955991","4.84237753368102","4.57635240497005","4.32916474696319","4.12659425717378","3.93902016114216","3.74490584520439","3.62809704234643","3.44778954693846","3.30160354326447","3.15930296474568","3.66862165076068","2.88214420581176","2.74047920069872","2.59511524974841","3.34023843547702","2.33296957468361","2.19705263102742","2.13062075972941","2.01034671574088","1.99082434693514","1.81435437522749","1.76450569959093","1.67496376515793","1.63155255362369","1.59392019983808","1.50637734080077","1.46951882764847","1.4382801581578",
"Early-demographic dividend","EAR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0134503539298","12.1364792088481","11.1513716732286","10.793144468753","10.7281962791497","10.0095930032613","9.59966854639716","9.1841786492134","8.77079393517562","8.30261673987449","7.8815858909807","7.47970664564703","7.14624359008204","6.88321455398444","6.86228375548195","6.42950357031237","5.93544810964458","5.62661145262459","5.64555081392913","4.98869539099671","4.79869739029982","4.3612572461713","4.14077962755609","3.89429737160502","3.64249708603938","3.37986735878235","3.1548204670249","2.90703396168052","2.73370747107027","2.59377676995128","2.44516744678005","2.31148401416542",
"East Asia & Pacific","EAS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.4","5.1","4.9","4.6","4.3","4.1","3.9","3.8","3.6","3.4","3.3","3.1","3","3.4","2.7","2.6","2.4","3.2","2.2","2.1","2","1.9","1.9","1.7","1.7","1.6","1.6","1.5","1.4","1.4","1.4",
"Europe & Central Asia (excluding high income)","ECA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70956284353167","3.66237314281075","3.78813021455413","3.71330413520334","3.52619411234469","3.45377628810584","3.38326043948072","3.25321312997861","3.15182131831551","3.32553202577177","2.95500788920672","2.90119475925152","2.77112160382833","2.69868716932453","2.56956490881528","2.42036800271756","2.29515104779508","2.15576904126678","2.01440072804317","1.87071827577006","1.70875684215468","1.63442574051104","1.50871180454663","1.40932534570347","1.34200814062636","1.26381751518223","1.21457198535427","1.1466026082863","1.09340285765647","1.02289263403778","0.976504509698775","0.927914404813753",
"Europe & Central Asia","ECS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.6","2.5","2.4","2.3","2.3","2.2","2.1","2.1","1.9","1.8","1.7","1.7","1.6","1.5","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7",
"Ecuador","ECU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.6","3.4","3.2","3.1","2.9","2.8","2.7","2.6","2.6","2.5","2.5","2.4","2.3","2.2","2.1","2","2","1.9","1.8","1.7","1.6","1.6","1.5","1.4","1.4","1.5","1.3","1.2","1.2","1.1","1.1",
"Egypt, Arab Rep.","EGY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.4","4.9","4.6","4.3","4.1","3.9","3.7","3.5","3.3","3.1","2.9","2.8","2.7","2.6","2.6","2.6","2.7","2.7","2.8","2.8","2.7","2.7","2.6","2.6","2.5","2.4","2.3","2.3","2.2","2.2","2.1",
"Euro area","EMU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07837492537401","1.02479874581149","0.995605471644189","0.963056752680628","0.927793342042857","0.899857758526739","0.845805121479892","0.815961881560231","0.755471278801974","0.741513671126443","0.713272549852224","0.672265896695811","0.661397619226758","0.607260448458393","0.564102724169831","0.557593072114672","0.546725174033345","0.531038838529086","0.509992695868682","0.453259209799721","0.44377998191976","0.428047793220081","0.427049085993166","0.420182294774697","0.416803770308927","0.409957540131213","0.404315023948775","0.37142600566405","0.368478441423933","0.366473553340242","0.365534925086653","0.358965439431192",
"Eritrea","ERI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","26.7","24.5","22.5","20.6","18.9","17.3","15.8","14.4","13.2","12.1","11.1","10.2","9.3","8.6","7.9","7.3","6.8","6.3","5.9","5.5","5.2","4.9","4.7","4.5","4.3","4.1","4","3.8","3.7","3.6","3.5",
"Spain","ESP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3",
"Estonia","EST","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.4","2.4","2.3","2.2","2.1","2","1.9","1.8","1.7","1.6","1.5","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.8","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5",
"Ethiopia","ETH","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4","50.6","47.9","45.3","42.7","40.2","37.8","35.4","33.3","31.2","29.1","27.2","25.3","23.5","21.6","19.8","18.1","16.4","14.8","13.2","11.8","10.6","9.4","8.4","7.5","6.7","6","5.4","5","4.7","4.4","4.1",
"European Union","EUU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26608485848291","1.19932590405588","1.16205248813363","1.14460895779659","1.14517955577247","1.14933061061273","1.12402732138398","1.08100247888142","0.984398600740171","0.908302118757797","0.835397355939721","0.779112829610931","0.757942298548344","0.697695177385196","0.657749149929945","0.646438233279227","0.632266450240503","0.605550581764506","0.588165062867441","0.528470851063678","0.508040431593037","0.489164746415285","0.482459903199778","0.460948777103556","0.453723606280007","0.446964214469308","0.442372350579134","0.412017770555445","0.40059206589127","0.396666952689063","0.395745613468099","0.384791363312655",
"Fragile and conflict affected situations","FCS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7924063587118","23.1636024534431","22.5057341152445","22.1283250418908","21.1886446344154","20.5612717691568","19.9449795202145","19.2899581736739","18.7562289199576","18.0494691817519","17.4425961206523","16.8500978893326","16.2457767730006","15.6440190306292","15.0884047169426","14.4900413558278","13.9623456755356","13.439128561751","13.9924345091637","12.3820366945983","12.3651710805076","11.5250356333142","11.1679292739335","10.8433809100019","10.5027134328763","10.1515810999493","9.82651010980434","9.43466858800056","9.21715895478749","8.99890906787524","8.75243284962567","8.54344860295062",
"Finland","FIN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3",
"Fiji","FJI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.2","6","5.8","5.6","5.4","5.2","4.9","4.7","4.4","4.2","3.9","3.7","3.5","3.3","3.1","2.9","2.8","2.6","2.5","2.4","2.4","2.3","2.3","2.2","2.2","2.6","2.2","2.2","2.2","2.2","2.2",
"France","FRA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Faroe Islands","FRO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.2","5.1","5","4.9","4.8","4.7","4.6","4.5","4.3","4.2","4.1","7.4","4","4","4","4","4","3.9","3.9","3.8","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1","3","2.9","2.8",
"Gabon","GAB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","10.3","10.2","10.1","10","9.8","9.7","9.6","9.4","9.3","9.2","9","8.8","8.6","8.4","8.3","8.1","7.9","7.7","7.5","7.3","7.1","6.8","6.6","6.4","6.2","6","5.8","5.7","5.5","5.3","5.1",
"United Kingdom","GBR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3",
"Georgia","GEO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","2","1.6","1.5","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1","1","0.9","0.9","0.8",
"Ghana","GHA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","16.1","15.6","15.2","14.7","14.3","13.8","13.4","12.9","12.5","12.1","11.7","11.2","10.8","10.4","10","9.6","9.3","8.9","8.6","8.3","8","7.7","7.4","7.2","6.9","6.7","6.5","6.3","6","5.8","5.6",
"Gibraltar","GIB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","28.2","27.3","26.5","25.6","24.8","24","23.2","22.5","21.8","21.1","20.5","19.8","19.2","18.7","18.1","17.6","17.1","16.7","16.2","15.8","15.4","15.1","14.7","14.3","14","13.7","13.4","13","12.7","12.3","12",
"Gambia, The","GMB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","20.5","19.7","18.9","18.2","17.4","16.7","15.9","15.2","14.6","13.9","13.3","12.7","12.1","11.5","11","10.4","9.9","9.5","9","8.6","8.2","7.8","7.5","7.1","6.8","6.5","6.2","6","5.7","5.5","5.3",
"Guinea-Bissau","GNB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7","37.1","35.5","33.8","32.3","30.8","29.4","30.8","26.8","25.7","24.6","23.6","22.7","21.7","20.8","19.9","19","18","17","16.1","15.1","14.1","13.2","12.3","11.4","10.6","9.9","9.2","8.7","8.3","7.9","7.6",
"Equatorial Guinea","GNQ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1","22.9","22.7","22.5","22.3","22","21.7","21.3","20.9","20.3","19.8","19.2","18.6","17.9","17.3","16.7","16","15.4","14.7","14.1","13.6","13.1","12.5","12.1","11.6","11.2","10.8","10.4","10","9.6","9.3","9",
"Greece","GRC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3",
"Grenada","GRD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7","2.6","2.5","2.4","2.3","2.3","2.2","2.2","2.1","2.1","2.1","2","2","2","2","2","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8",
"Greenland","GRL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","6.9","6.2","5.7","5.2","4.8","4.4","4.2","3.9","3.7","3.5","3.3","3.2","3","2.9","3.6","2.6","2.5","2.4","2.3","2.2","2.1","2","2","1.9","1.8","1.8","1.7","1.7","1.6","1.5","1.4",
"Guam","GUM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","2.5","2.4","2.3","2.2","2.2","2.2","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.2","2.2","2.2","2.2","2.2","2.1","2.1","2","2","1.9",
"High income","HIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",
"Hong Kong SAR, China","HKG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.4","5.1","4.8","4.5","4.2","4","3.8","20.4","3.5","3.3","3.2","3.1","3","2.9","2.8","2.7","2.6","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.8",
"Heavily indebted poor countries (HIPC)","HPC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6779433428904","26.9837760508923","26.2701651557664","25.940739771946","26.3715983658652","23.7918147861195","22.9700224642656","22.0666016762391","21.4627651527785","20.1663039909346","19.2935748283696","18.4816465260112","17.6643944592442","16.8883298307624","16.1536217867668","15.3973625374729","14.7260823933542","14.0729276898267","13.5175642370179","12.8758198623463","12.8624904451001","11.9006679150669","11.3984680331919","10.9914407042647","10.6327325169982","10.2994683901007","9.95846673936114","9.66979876847568","9.41715483561572","9.19025461669627","8.92885074120324","8.68968418796092",
"Croatia","HRV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","2","1.4","1.3","1.2","1.3","1.1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7",
"Haiti","HTI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","17.3","16.8","16.2","15.7","15.1","14.6","14.1","13.5","13","12.5","12","11.6","11.1","13","10.3","9.9","9.5","9.2","8.9","45.3","8.2","7.9","7.7","7.4","7.1","6.9","6.6","6.4","6.2","6","6.8",
"Hungary","HUN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1.1","1.1","1.1","1","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4",
"IBRD only","IBD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3500508901037","7.02681205540969","6.74154213844554","6.45491397665215","6.17823794321575","5.94944859602853","5.70714113719783","5.5276734778593","5.33430469568059","5.19098237110276","5.04154444283085","4.8586182681676","4.70272753582883","4.56913817446273","4.66309978151356","4.19902945853602","3.97735304077888","3.79021324348126","3.6370072513088","3.40747412388319","3.18709502600144","3.00380710753531","2.8271492631076","2.654291817904","2.4671112908567","2.28395189470729","2.13027035291412","1.99952030680198","1.86955868857061","1.75527432230223","1.66580300415341","1.56753713131276",
"IDA & IBRD total","IBT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6304827025903","10.5688191235232","9.94070938950396","9.65873456984692","9.46657617141716","8.9820835778385","8.69112317526387","8.44640067707478","8.2234162792956","7.95153077905132","7.74378959952173","7.51666595893589","7.31100563254232","7.12926286941847","7.11817996311236","6.7935025523281","6.4690348241136","6.25058492601149","6.24638028307081","5.79547319536489","5.6387558796768","5.35887748814258","5.17240602372985","4.99502037121146","4.80441627251979","4.62312612836288","4.44844765437545","4.27554424467204","4.14180518089064","4.02240968501717","3.90719994420372","3.79279145536128",
"IDA total","IDA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8091855737253","21.4645418553523","19.6962905616266","19.3383437401558","19.3233004260536","17.9890804485515","17.3852570511332","16.68956256355","16.1106538858525","15.2258957034105","14.5872127456243","14.0028403494549","13.4781404566467","13.0071827145072","12.6001795629717","12.4410966159398","11.765511713954","11.3558220385552","11.5380307181451","10.5406177875374","10.4139433373922","9.85943313312997","9.5839203852415","9.34230860323361","9.0990862361877","8.87524665084494","8.61628897557104","8.33074040041116","8.15197338839333","7.97618728677896","7.76366666727227","7.56530730671089",
"IDA blend","IDB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6954064794441","14.48561533141","14.2324394482469","14.0059366173289","13.7450279860778","13.4922609412312","13.1834324831889","12.8979772789207","12.6204655469292","12.3247892199489","12.0626868563592","11.7685579193961","11.5039920419794","11.2466384366123","11.0682251776514","11.6784362569271","10.6767096400938","10.5032960724396","10.3354036367751","10.1580763793331","9.97645671135774","9.86044619483627","9.67696949424543","9.5125545273654","9.33192193672974","9.16334202620276","8.97565675868706","8.76088326565522","8.58284146409117","8.42160536853192","8.22135875008359","7.96356885206133",
"Indonesia","IDN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","8.6","8.2","7.9","7.6","7.3","7","6.7","6.4","6.2","5.9","5.7","5.4","5.2","9","4.8","4.6","4.4","4.3","4.1","3.9","3.8","3.7","3.6","3.4","3.3","3.2","3.1","3","2.9","2.8","2.7",
"IDA only","IDX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.895087215391","25.0088332880868","22.4781815749637","22.0519167812113","22.163306650799","20.2831715309165","19.5316572564007","18.6290198197393","17.8986510648675","16.7130713078004","15.8814223663225","15.1467808952309","14.4847178799552","13.9009287789903","13.3761509405079","12.826948962041","12.3162463176876","11.7874638508058","12.14794073556","10.7349035315882","10.6364749503362","9.85891736526965","9.53651753517837","9.25535267543728","8.97963225552868","8.72668750654015","8.43003482442862","8.10693260383988","7.92745664193059","7.74433654000412","7.526210932614","7.35966477405487",
"Isle of Man","IMN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7","13.3","12.8","12.3","11.8","11.4","10.9","10.5","10","9.6","9.2","8.7","8.3","7.9","7.5","7.1","6.6","6.2","5.8","5.4","5","4.6","4.3","3.9","3.6","3.2","2.9","2.6","2.3","2.1","1.9","1.7",
"Not classified","INX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Iran, Islamic Rep.","IRN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","4","3.7","3.5","3.3","3.2","3","2.9","2.8","2.8","2.7","2.7","2.7","4.4","2.7","2.7","2.7","2.8","2.8","2.8","2.7","2.6","2.5","2.3","2.2","2","1.9","1.8","1.7","1.7","1.6","1.5",
"Iraq","IRQ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","5.9","5.7","5.4","5.1","4.9","4.7","4.5","4.3","4.1","4","3.8","3.7","3.6","3.5","3.5","3.4","3.4","3.3","3.3","3.3","3.2","3.2","3.1","3.1","3","2.9","2.8","2.8","2.7","2.6","2.5",
"Iceland","ISL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2",
"Israel","ISR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4",
"Italy","ITA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3",
"Jamaica","JAM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2","2","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1",
"Jordan","JOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.7","2.7","2.6","2.6","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.2","2.1","2.1","2","2","2","1.9","1.9","1.8","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.4","1.4",
"Japan","JPN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.8","0.9","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.1","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3",
