Age,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
30,741721,722115.0,693079.0,672565.0,679839.0,692648.0,693867.0,706043.0,727296.0,750970.0,770127.0,769106.0,768284.0,772531.0,774703.0,785090.0,789549.0,788265.0,794023.0,795564.0,791833.0,778917.0,766452.0,755708.0,740112.0,718264.0,699938.0,684692.0,673995.0,658988.0,647533.0,658688.0,653442.0,649214.0,646198.0,644518.0,644185.0,645118.0,647153.0,650079.0,653648.0,657557.0,661511.0,665281.0,668629.0,671329.0,673187.0,674016.0,673745.0,672283.0,669616.0,665751.0,660780.0,654829.0,648098.0,640782.0,633128.0,625362.0,617744.0,610482.0,603729.0,597656.0,592347.0,587864.0,584231.0,581418.0,579416.0,578148.0,577529.0,577467.0,577843.0,578536.0,579406.0,580326.0,581172.0,581833.0,582206.0,582200.0,581745.0,580786.0
31,754754,740448.0,720876.0,691890.0,671411.0,678672.0,691459.0,692676.0,704831.0,726048.0,749681.0,768805.0,767786.0,766966.0,771205.0,773374.0,783743.0,788194.0,786912.0,792660.0,794199.0,790474.0,777580.0,765137.0,754411.0,738842.0,717031.0,698737.0,683517.0,672838.0,657857.0,646422.0,657558.0,652321.0,648100.0,645089.0,643412.0,643080.0,644011.0,646043.0,648963.0,652526.0,656429.0,660376.0,664139.0,667482.0,670177.0,672032.0,672859.0,672589.0,671129.0,668467.0,664609.0,659646.0,653705.0,646986.0,639682.0,632042.0,624289.0,616684.0,609434.0,602693.0,596630.0,591331.0,586855.0,583228.0,580420.0,578422.0,577156.0,576538.0,576476.0,576851.0,577543.0,578412.0,579330.0,580175.0,580835.0,581207.0,581201.0,580747.0
32,768070,753408.0,739128.0,719590.0,690656.0,670214.0,677462.0,690226.0,691441.0,703574.0,724753.0,748344.0,767434.0,766417.0,765598.0,769830.0,771995.0,782345.0,786788.0,785509.0,791246.0,792783.0,789064.0,776193.0,763773.0,753066.0,737524.0,715752.0,697491.0,682298.0,671638.0,656684.0,645269.0,656385.0,651158.0,646944.0,643939.0,642265.0,641933.0,642863.0,644891.0,647806.0,651362.0,655258.0,659198.0,662955.0,666292.0,668982.0,670834.0,671659.0,671390.0,669932.0,667275.0,663424.0,658470.0,652539.0,645832.0,638541.0,630915.0,623176.0,615584.0,608347.0,601618.0,595566.0,590276.0,585808.0,582188.0,579385.0,577391.0,576127.0,575510.0,575448.0,575822.0,576513.0,577381.0,578297.0,579140.0,579799.0,580171.0,580165.0
33,777723,766649.0,752014.0,737760.0,718258.0,689378.0,668974.0,676208.0,688949.0,690161.0,702272.0,723412.0,746959.0,766014.0,764999.0,764181.0,768405.0,770566.0,780897.0,785332.0,784055.0,789782.0,791316.0,787604.0,774757.0,762360.0,751672.0,736159.0,714427.0,696200.0,681035.0,670395.0,655469.0,644075.0,655170.0,649953.0,645747.0,642747.0,641076.0,640745.0,641673.0,643698.0,646607.0,650157.0,654045.0,657978.0,661728.0,665059.0,667744.0,669593.0,670416.0,670148.0,668692.0,666040.0,662196.0,657251.0,651331.0,644637.0,637359.0,629747.0,622023.0,614445.0,607221.0,600505.0,594464.0,589184.0,584724.0,581111.0,578313.0,576323.0,575061.0,574445.0,574383.0,574756.0,575446.0,576313.0,577227.0,578068.0,578726.0,579097.0
34,786688,776231.0,765179.0,750572.0,736345.0,716880.0,688056.0,667691.0,674911.0,687628.0,688837.0,700925.0,722025.0,745526.0,764545.0,763532.0,762715.0,766931.0,769088.0,779399.0,783826.0,782551.0,788267.0,789798.0,786093.0,773271.0,760898.0,750230.0,734747.0,713057.0,694865.0,679729.0,669109.0,654212.0,642840.0,653913.0,648706.0,644509.0,641514.0,639847.0,639516.0,640442.0,642463.0,645367.0,648910.0,652791.0,656716.0,660459.0,663784.0,666463.0,668309.0,669130.0,668863.0,667410.0,664763.0,660926.0,655990.0,650082.0,643401.0,636137.0,628539.0,620830.0,613267.0,606056.0,599353.0,593324.0,588054.0,583603.0,579997.0,577204.0,575218.0,573958.0,573343.0,573281.0,573654.0,574342.0,575208.0,576120.0,576959.0,577616.0
35,791680,785126.0,774690.0,763660.0,749082.0,734883.0,715457.0,686690.0,666366.0,673571.0,686263.0,687470.0,699534.0,720592.0,744046.0,763027.0,762016.0,761201.0,765409.0,767561.0,777852.0,782270.0,780998.0,786702.0,788230.0,784532.0,771736.0,759388.0,748741.0,733288.0,711641.0,693486.0,678380.0,667781.0,652913.0,641564.0,652615.0,647418.0,643230.0,640241.0,638577.0,638246.0,639171.0,641188.0,644086.0,647622.0,651495.0,655412.0,659148.0,662466.0,665140.0,666982.0,667802.0,667535.0,666085.0,663443.0,659614.0,654688.0,648791.0,642124.0,634874.0,627291.0,619598.0,612050.0,604853.0,598163.0,592146.0,586887.0,582444.0,578846.0,576058.0,574076.0,572819.0,572205.0,572143.0,572515.0,573202.0,574066.0,574976.0,575814.0
36,788076,790055.0,783515.0,773100.0,762093.0,747545.0,733375.0,713989.0,685281.0,664998.0,672189.0,684854.0,686059.0,698098.0,719113.0,742519.0,761461.0,760452.0,759639.0,763838.0,765986.0,776256.0,780664.0,779395.0,785087.0,786612.0,782922.0,770152.0,757829.0,747204.0,731783.0,710180.0,692063.0,676988.0,666410.0,651573.0,640247.0,651276.0,646089.0,641910.0,638927.0,637266.0,636936.0,637859.0,639872.0,642764.0,646293.0,650158.0,654067.0,657795.0,661106.0,663775.0,665613.0,666431.0,666165.0,664718.0,662081.0,658260.0,653344.0,647459.0,640806.0,633571.0,626004.0,618326.0,610794.0,603612.0,596935.0,590931.0,585682.0,581249.0,577658.0,574876.0,572898.0,571643.0,571031.0,570969.0,571340.0,572026.0,572888.0,573796.0
37,786062,786405.0,788380.0,781854.0,771461.0,760478.0,745960.0,731820.0,712476.0,683828.0,663588.0,670764.0,683402.0,684605.0,696618.0,717589.0,740945.0,759847.0,758840.0,758029.0,762219.0,764362.0,774611.0,779009.0,777743.0,783423.0,784945.0,781262.0,768519.0,756223.0,745620.0,730232.0,708675.0,690596.0,675553.0,664997.0,650192.0,638890.0,649895.0,644719.0,640549.0,637573.0,635915.0,635586.0,636507.0,638516.0,641402.0,644923.0,648780.0,652681.0,656401.0,659705.0,662368.0,664202.0,665018.0,664753.0,663309.0,660678.0,656865.0,651959.0,646087.0,639448.0,632228.0,624677.0,617015.0,609499.0,602333.0,595670.0,589678.0,584441.0,580017.0,576434.0,573657.0,571684.0,570431.0,569821.0,569759.0,570129.0,570813.0,571674.0
38,808539,784343.0,784685.0,786656.0,780144.0,769774.0,758815.0,744329.0,730219.0,710918.0,682332.0,662137.0,669297.0,681907.0,683108.0,695094.0,716020.0,739325.0,758185.0,757180.0,756371.0,760552.0,762690.0,772917.0,777305.0,776042.0,781710.0,783228.0,779553.0,766838.0,754569.0,743989.0,728635.0,707125.0,689086.0,674076.0,663543.0,648770.0,637493.0,648474.0,643309.0,639148.0,636179.0,634524.0,634196.0,635115.0,637120.0,639999.0,643513.0,647361.0,651254.0,654965.0,658262.0,660919.0,662749.0,663564.0,663299.0,661858.0,659233.0,655428.0,650533.0,644674.0,638050.0,630845.0,623311.0,615666.0,608166.0,601016.0,594367.0,588388.0,583163.0,578748.0,575173.0,572402.0,570434.0,569183.0,568575.0,568513.0,568882.0,569565.0
39,838604,806716.0,782575.0,782916.0,784883.0,778385.0,768039.0,757104.0,742651.0,728573.0,709315.0,680794.0,660644.0,667788.0,680370.0,681568.0,693527.0,714406.0,737658.0,756476.0,755473.0,754666.0,758837.0,760971.0,771175.0,775553.0,774293.0,779948.0,781462.0,777796.0,765109.0,752868.0,742312.0,726992.0,705531.0,687533.0,672556.0,662047.0,647307.0,636056.0,647012.0,641859.0,637707.0,634745.0,633094.0,632766.0,633683.0,635684.0,638556.0,642062.0,645902.0,649786.0,653489.0,656778.0,659429.0,661255.0,662068.0,661804.0,660366.0,657747.0,653950.0,649066.0,643221.0,636612.0,629423.0,621906.0,614278.0,606795.0,599661.0,593027.0,587062.0,581848.0,577443.0,573876.0,571112.0,569148.0,567900.0,567293.0,567231.0,567600.0
40,844688,836657.0,804843.0,780758.0,781098.0,783061.0,776578.0,766256.0,755346.0,740927.0,726882.0,707668.0,679213.0,659110.0,666238.0,678790.0,679986.0,691917.0,712747.0,735945.0,754720.0,753719.0,752914.0,757075.0,759204.0,769385.0,773752.0,772495.0,778137.0,779648.0,775990.0,763333.0,751120.0,740589.0,725304.0,703893.0,685937.0,670995.0,660510.0,645804.0,634579.0,645510.0,640369.0,636226.0,633271.0,631624.0,631297.0,632212.0,634208.0,637074.0,640571.0,644402.0,648277.0,651972.0,655253.0,657898.0,659720.0,660531.0,660268.0,658833.0,656220.0,652432.0,647559.0,641728.0,635134.0,627962.0,620462.0,612852.0,605386.0,598269.0,591650.0,585699.0,580497.0,576102.0,572544.0,569786.0,567827.0,566582.0,565976.0,565914.0
41,826378,842670.0,834658.0,802920.0,778893.0,779232.0,781190.0,774723.0,764425.0,753542.0,739157.0,725146.0,705977.0,677590.0,657535.0,664646.0,677168.0,678362.0,690264.0,711044.0,734187.0,752917.0,751918.0,751115.0,755266.0,757390.0,767547.0,771904.0,770650.0,776278.0,777785.0,774136.0,761509.0,749326.0,738820.0,723571.0,702211.0,684298.0,669392.0,658932.0,644261.0,633063.0,643968.0,638839.0,634706.0,631758.0,630115.0,629789.0,630702.0,632693.0,635552.0,639041.0,642863.0,646728.0,650415.0,653688.0,656326.0,658144.0,658953.0,658691.0,657259.0,654652.0,650873.0,646012.0,640195.0,633617.0,626462.0,618980.0,611388.0,603940.0,596840.0,590237.0,584300.0,579110.0,574726.0,571176.0,568425.0,566471.0,565228.0,564624.0
42,801910,824348.0,840600.0,832608.0,800948.0,776980.0,777318.0,779271.0,772820.0,762547.0,751691.0,737341.0,723365.0,704243.0,675926.0,655920.0,663013.0,675505.0,676696.0,688569.0,709298.0,732384.0,751068.0,750071.0,749270.0,753411.0,755530.0,765662.0,770008.0,768757.0,774371.0,775875.0,772235.0,759639.0,747486.0,737005.0,721794.0,700486.0,682617.0,667748.0,657314.0,642679.0,631508.0,642386.0,637270.0,633147.0,630206.0,628567.0,628242.0,629153.0,631139.0,633991.0,637471.0,641284.0,645140.0,648817.0,652082.0,654714.0,656527.0,657334.0,657073.0,655645.0,653044.0,649274.0,644425.0,638623.0,632061.0,624923.0,617460.0,609886.0,602457.0,595374.0,588787.0,582865.0,577688.0,573314.0,569773.0,567029.0,565080.0,563840.0
43,794984,799886.0,822268.0,838479.0,830507.0,798927.0,775019.0,775356.0,777305.0,770870.0,760623.0,749794.0,735480.0,721540.0,702466.0,674220.0,654265.0,661340.0,673800.0,674988.0,686831.0,707508.0,730536.0,749173.0,748178.0,747379.0,751510.0,753623.0,763730.0,768065.0,766817.0,772417.0,773917.0,770286.0,757722.0,745600.0,735145.0,719973.0,698718.0,680894.0,666063.0,655655.0,641057.0,629914.0,640765.0,635662.0,631549.0,628616.0,626981.0,626657.0,627565.0,629546.0,632391.0,635862.0,639666.0,643512.0,647180.0,650436.0,653062.0,654870.0,655675.0,655415.0,653990.0,651396.0,647636.0,642799.0,637011.0,630466.0,623346.0,615902.0,608347.0,600937.0,593872.0,587301.0,581394.0,576230.0,571867.0,568335.0,565598.0,563654.0
44,783112,792924.0,797814.0,820138.0,836307.0,828355.0,796857.0,773011.0,773347.0,775291.0,768873.0,758652.0,747851.0,733575.0,719671.0,700646.0,672473.0,652570.0,659627.0,672054.0,673239.0,685052.0,705675.0,728643.0,747232.0,746240.0,745443.0,749563.0,751671.0,761751.0,766075.0,764830.0,770416.0,771912.0,768290.0,755759.0,743668.0,733240.0,718108.0,696908.0,679130.0,664337.0,653956.0,639396.0,628282.0,639105.0,634015.0,629913.0,626987.0,625357.0,625033.0,625939.0,627915.0,630753.0,634215.0,638009.0,641845.0,645503.0,648751.0,651370.0,653173.0,653976.0,653717.0,652296.0,649708.0,645958.0,641134.0,635361.0,628833.0,621731.0,614306.0,606771.0,599380.0,592333.0,585779.0,579888.0,574737.0,570385.0,566863.0,564133.0
45,782604,781030.0,790816.0,795693.0,817958.0,834084.0,826153.0,794739.0,770956.0,771291.0,773230.0,766829.0,756635.0,745863.0,731625.0,717758.0,698784.0,670686.0,650835.0,657874.0,670268.0,671449.0,683231.0,703799.0,726706.0,745246.0,744256.0,743462.0,747571.0,749673.0,759726.0,764039.0,762797.0,768368.0,769860.0,766248.0,753750.0,741691.0,731291.0,716199.0,695056.0,677325.0,662571.0,652218.0,637696.0,626612.0,637406.0,632330.0,628239.0,625320.0,623695.0,623372.0,624275.0,626246.0,629076.0,632529.0,636313.0,640139.0,643787.0,647027.0,649639.0,651437.0,652238.0,651979.0,650562.0,647981.0,644241.0,639430.0,633672.0,627162.0,620078.0,612673.0,605158.0,597787.0,590759.0,584222.0,578347.0,573209.0,568869.0,565356.0
46,814552,780471.0,778901.0,788661.0,793524.0,815729.0,831811.0,823901.0,792573.0,768855.0,769189.0,771123.0,764739.0,754573.0,743830.0,729631.0,715802.0,696880.0,668858.0,649061.0,656081.0,668441.0,669619.0,681369.0,701881.0,724725.0,743215.0,742228.0,741436.0,745534.0,747630.0,757655.0,761957.0,760718.0,766274.0,767762.0,764160.0,751696.0,739670.0,729298.0,714247.0,693162.0,675479.0,660765.0,650440.0,635958.0,624904.0,635669.0,630607.0,626527.0,623616.0,621995.0,621673.0,622574.0,624539.0,627362.0,630805.0,634579.0,638394.0,642032.0,645264.0,647868.0,649662.0,650460.0,650202.0,648789.0,646215.0,642485.0,637687.0,631945.0,625453.0,618388.0,611003.0,603509.0,596158.0,589149.0,582630.0,576771.0,571647.0,567319.0
47,853929,812277.0,778291.0,776726.0,786459.0,791308.0,813451.0,829488.0,821600.0,790360.0,766708.0,767041.0,768970.0,762603.0,752466.0,741753.0,727593.0,713803.0,694934.0,666990.0,647248.0,654249.0,666574.0,667749.0,679466.0,699921.0,722701.0,741139.0,740155.0,739365.0,743452.0,745542.0,755539.0,759829.0,758594.0,764134.0,765618.0,762026.0,749597.0,737604.0,727261.0,712252.0,691226.0,673593.0,658920.0,648624.0,634182.0,623159.0,633894.0,628846.0,624777.0,621874.0,620258.0,619937.0,620835.0,622795.0,625610.0,629043.0,632807.0,636611.0,640239.0,643462.0,646059.0,647848.0,648643.0,648386.0,646977.0,644410.0,640691.0,635906.0,630180.0,623706.0,616661.0,609297.0,601824.0,594493.0,587504.0,581003.0,575160.0,570051.0
48,885210,851487.0,809954.0,776065.0,774505.0,784210.0,789045.0,811125.0,827116.0,819250.0,788100.0,764515.0,764847.0,766771.0,760422.0,750314.0,739632.0,725512.0,711762.0,692947.0,665082.0,645397.0,652378.0,664668.0,665839.0,677523.0,697919.0,720634.0,739019.0,738038.0,737250.0,741326.0,743410.0,753378.0,757656.0,756424.0,761949.0,763428.0,759847.0,747453.0,735494.0,725181.0,710215.0,689249.0,671667.0,657036.0,646769.0,632368.0,621377.0,632081.0,627048.0,622990.0,620095.0,618484.0,618164.0,619059.0,621014.0,623821.0,627244.0,630997.0,634790.0,638408.0,641622.0,644211.0,645995.0,646788.0,646532.0,645127.0,642567.0,638859.0,634087.0,628378.0,621922.0,614897.0,607554.0,600103.0,592793.0,585824.0,579341.0,573515.0
49,896012,882619.0,848994.0,807583.0,773793.0,772238.0,781914.0,786735.0,808751.0,824695.0,816852.0,785793.0,762277.0,762608.0,764526.0,758196.0,748118.0,737467.0,723388.0,709678.0,690919.0,663135.0,643508.0,650468.0,662722.0,663890.0,675540.0,695876.0,718525.0,736856.0,735878.0,735092.0,739156.0,741234.0,751173.0,755438.0,754210.0,759719.0,761193.0,757623.0,745265.0,733341.0,723058.0,708136.0,687231.0,669701.0,655113.0,644876.0,630517.0,619558.0,630231.0,625212.0,621166.0,618280.0,616674.0,616354.0,617247.0,619196.0,621995.0,625408.0,629150.0,632932.0,636539.0,639744.0,642325.0,644104.0,644895.0,644639.0,643239.0,640686.0,636989.0,632231.0,626539.0,620101.0,613097.0,605776.0,598346.0,591058.0,584109.0,577645.0
50,876447,893329.0,879976.0,846452.0,805165.0,771476.0,769926.0,779573.0,784379.0,806329.0,822225.0,814406.0,783440.0,759994.0,760324.0,762237.0,755926.0,745878.0,735259.0,721222.0,707553.0,688850.0,661149.0,641581.0,648520.0,660737.0,661902.0,673517.0,693792.0,716373.0,734649.0,733674.0,732891.0,736943.0,739014.0,748924.0,753176.0,751951.0,757444.0,758914.0,755354.0,743033.0,731145.0,720893.0,706015.0,685173.0,667696.0,653151.0,642945.0,628629.0,617703.0,628344.0,623340.0,619306.0,616429.0,614827.0,614508.0,615399.0,617342.0,620132.0,623535.0,627266.0,631037.0,634633.0,637828.0,640402.0,642175.0,642964.0,642709.0,641313.0,638767.0,635082.0,630338.0,624663.0,618244.0,611261.0,603962.0,596554.0,589288.0,582360.0
51,852377,873763.0,890594.0,877282.0,843860.0,802700.0,769114.0,767569.0,777186.0,781977.0,803860.0,819707.0,811912.0,781041.0,757667.0,757996.0,759903.0,753611.0,743594.0,733008.0,719014.0,705387.0,686741.0,659125.0,639617.0,646534.0,658714.0,659875.0,671455.0,691668.0,714180.0,732400.0,731428.0,730647.0,734687.0,736751.0,746631.0,750870.0,749649.0,755125.0,756590.0,753041.0,740758.0,728906.0,718686.0,703853.0,683075.0,665652.0,651151.0,640976.0,626704.0,615812.0,626420.0,621431.0,617410.0,614542.0,612945.0,612626.0,613515.0,615452.0,618233.0,621626.0,625345.0,629105.0,632690.0,635875.0,638441.0,640209.0,640995.0,640741.0,639349.0,636811.0,633137.0,628408.0,622750.0,616351.0,609389.0,602113.0,594727.0,587484.0
52,837102,849710.0,871029.0,887807.0,874537.0,841219.0,800188.0,766707.0,765167.0,774754.0,779530.0,801345.0,817142.0,809371.0,778597.0,755296.0,755624.0,757525.0,751253.0,741267.0,730714.0,716764.0,703180.0,684592.0,657063.0,637616.0,644511.0,656653.0,657810.0,669354.0,689504.0,711945.0,730108.0,729139.0,728361.0,732388.0,734446.0,744295.0,748520.0,747303.0,752762.0,754223.0,750685.0,738440.0,726625.0,716437.0,701651.0,680938.0,663569.0,649113.0,638970.0,624743.0,613885.0,624460.0,619486.0,615478.0,612619.0,611027.0,610709.0,611595.0,613526.0,616298.0,619681.0,623388.0,627136.0,630710.0,633885.0,636443.0,638206.0,638989.0,638736.0,637348.0,634818.0,631156.0,626442.0,620801.0,614422.0,607482.0,600229.0,592866.0
53,829817,834426.0,846994.0,868245.0,884969.0,871742.0,838530.0,797630.0,764256.0,762721.0,772278.0,777038.0,798784.0,814530.0,806784.0,776108.0,752882.0,753209.0,755104.0,748852.0,738898.0,728378.0,714473.0,700932.0,682404.0,654963.0,635578.0,642451.0,654554.0,655707.0,667214.0,687300.0,709669.0,727774.0,726808.0,726033.0,730047.0,732098.0,741916.0,746127.0,744914.0,750356.0,751812.0,748285.0,736080.0,724302.0,714147.0,699408.0,678761.0,661448.0,647038.0,636928.0,622746.0,611923.0,622464.0,617506.0,613511.0,610661.0,609074.0,608757.0,609640.0,611565.0,614328.0,617700.0,621395.0,625131.0,628694.0,631859.0,634409.0,636166.0,636947.0,636694.0,635311.0,632789.0,629139.0,624440.0,618817.0,612458.0,605540.0,598310.0
54,836220,827109.0,831703.0,844230.0,865411.0,882081.0,868897.0,835793.0,795027.0,761762.0,760232.0,769758.0,774502.0,796177.0,811872.0,804151.0,773575.0,750425.0,750751.0,752640.0,746408.0,736486.0,726001.0,712141.0,698644.0,680177.0,652825.0,633504.0,640354.0,652418.0,653567.0,665036.0,685057.0,707353.0,725399.0,724436.0,723663.0,727664.0,729709.0,739495.0,743692.0,742483.0,747907.0,749358.0,745843.0,733678.0,721938.0,711816.0,697125.0,676546.0,659289.0,644926.0,634849.0,620714.0,609926.0,620432.0,615491.0,611509.0,608668.0,607086.0,606770.0,607650.0,609569.0,612323.0,615684.0,619367.0,623091.0,626642.0,629797.0,632338.0,634090.0,634868.0,634616.0,633238.0,630724.0,627086.0,622402.0,616797.0,610459.0,603564.0
55,845064,833435.0,824354.0,828933.0,841418.0,862528.0,879143.0,866003.0,833009.0,792379.0,759225.0,757700.0,767194.0,771922.0,793525.0,809168.0,801472.0,770998.0,747925.0,748250.0,750133.0,743922.0,734033.0,723583.0,709769.0,696317.0,677911.0,650650.0,631394.0,638221.0,650245.0,651390.0,662821.0,682775.0,704997.0,722983.0,722023.0,721252.0,725240.0,727278.0,737032.0,741215.0,740010.0,745416.0,746862.0,743359.0,731234.0,719533.0,709445.0,694803.0,674292.0,657093.0,642778.0,632734.0,618646.0,607894.0,618365.0,613441.0,609472.0,606641.0,605064.0,604749.0,605626.0,607539.0,610283.0,613633.0,617304.0,621015.0,624555.0,627699.0,630232.0,631978.0,632753.0,632502.0,631129.0,628623.0,624997.0,620329.0,614742.0,608426.0
56,847488,842192.0,830603.0,821553.0,826116.0,838559.0,859597.0,876155.0,863060.0,830178.0,789686.0,756645.0,755125.0,764587.0,769299.0,790828.0,806418.0,798748.0,768378.0,745383.0,745707.0,747584.0,741394.0,731539.0,721124.0,707357.0,693951.0,675607.0,648439.0,629248.0,636052.0,648035.0,649176.0,660569.0,680455.0,702601.0,720526.0,719569.0,718801.0,722775.0,724806.0,734527.0,738696.0,737495.0,742883.0,744324.0,740833.0,728749.0,717088.0,707034.0,692442.0,672001.0,654860.0,640594.0,630584.0,616544.0,605828.0,616264.0,611356.0,607401.0,604579.0,603008.0,602694.0,603568.0,605474.0,608209.0,611548.0,615206.0,618905.0,622433.0,625566.0,628090.0,629830.0,630603.0,630353.0,628984.0,626487.0,622873.0,618221.0,612653.0
57,846586,844551.0,839273.0,827724.0,818706.0,823253.0,835653.0,856618.0,873119.0,860069.0,827301.0,786949.0,754023.0,752508.0,761937.0,766633.0,788087.0,803623.0,795980.0,765715.0,742800.0,743123.0,744993.0,738825.0,729004.0,718625.0,704906.0,691546.0,673266.0,646192.0,627067.0,633848.0,645789.0,646926.0,658280.0,678097.0,700166.0,718029.0,717075.0,716310.0,720270.0,722294.0,731981.0,736136.0,734939.0,740308.0,741744.0,738266.0,726223.0,714603.0,704584.0,690042.0,669672.0,652591.0,638374.0,628399.0,614407.0,603728.0,614128.0,609237.0,605296.0,602484.0,600918.0,600605.0,601476.0,603376.0,606101.0,609429.0,613074.0,616760.0,620276.0,623398.0,625913.0,627647.0,628418.0,628168.0,626804.0,624316.0,620714.0,616078.0
58,827860,843595.0,841567.0,836308.0,824800.0,815814.0,820345.0,832701.0,853592.0,870034.0,857030.0,824378.0,784169.0,751359.0,749849.0,759245.0,763925.0,785303.0,800784.0,793168.0,763010.0,740176.0,740498.0,742361.0,736215.0,726429.0,716086.0,702416.0,689103.0,670887.0,643909.0,624852.0,631609.0,643508.0,644640.0,655954.0,675701.0,697692.0,715492.0,714542.0,713779.0,717725.0,719742.0,729395.0,733535.0,732343.0,737693.0,739124.0,735658.0,723657.0,712078.0,702095.0,687604.0,667306.0,650285.0,636119.0,626179.0,612236.0,601595.0,611958.0,607085.0,603158.0,600355.0,598795.0,598483.0,599351.0,601244.0,603960.0,607276.0,610908.0,614581.0,618085.0,621196.0,623702.0,625430.0,626198.0,625949.0,624590.0,622110.0,618521.0
59,812939,824880.0,840558.0,838537.0,833297.0,821831.0,812877.0,817392.0,829703.0,850519.0,866902.0,853945.0,821410.0,781346.0,748654.0,747149.0,756512.0,761175.0,782476.0,797901.0,790312.0,760263.0,737511.0,737832.0,739688.0,733564.0,723814.0,713508.0,699887.0,686622.0,668472.0,641591.0,622602.0,629335.0,641191.0,642319.0,653592.0,673268.0,695180.0,712916.0,711970.0,711209.0,715141.0,717151.0,726769.0,730894.0,729706.0,735037.0,736463.0,733009.0,721052.0,709514.0,699567.0,685129.0,664904.0,647944.0,633829.0,623925.0,610032.0,599429.0,609755.0,604899.0,600987.0,598194.0,596639.0,596328.0,597193.0,599079.0,601786.0,605090.0,608709.0,612368.0,615860.0,618960.0,621457.0,623178.0,623944.0,623695.0,622341.0,619870.0
60,809242,809958.0,821855.0,837475.0,835462.0,830241.0,818817.0,809896.0,814394.0,826660.0,847400.0,863723.0,850813.0,818398.0,778480.0,745908.0,744409.0,753738.0,758383.0,779606.0,794975.0,787414.0,757475.0,734806.0,735126.0,736975.0,730874.0,721159.0,710891.0,697320.0,684104.0,666020.0,639238.0,620319.0,627027.0,638839.0,639963.0,651195.0,670799.0,692630.0,710301.0,709359.0,708601.0,712518.0,714521.0,724104.0,728213.0,727030.0,732341.0,733762.0,730321.0,718408.0,706912.0,697001.0,682616.0,662465.0,645568.0,631504.0,621637.0,607795.0,597231.0,607519.0,602681.0,598783.0,596000.0,594451.0,594141.0,595003.0,596882.0,599579.0,602871.0,606477.0,610122.0,613601.0,616690.0,619178.0,620893.0,621656.0,621408.0,620059.0
61,801922,806220.0,806933.0,818786.0,834347.0,832342.0,827140.0,815759.0,806871.0,811352.0,823573.0,844235.0,860497.0,847635.0,815341.0,775573.0,743122.0,741629.0,750923.0,755551.0,776694.0,792006.0,784473.0,754646.0,732062.0,732380.0,734223.0,728144.0,718466.0,708236.0,694716.0,681549.0,663533.0,636851.0,618002.0,624685.0,636453.0,637573.0,648763.0,668294.0,690043.0,707648.0,706710.0,705955.0,709857.0,711852.0,721400.0,725493.0,724315.0,729606.0,731022.0,727593.0,715725.0,704272.0,694398.0,680067.0,659991.0,643157.0,629145.0,619315.0,605525.0,595000.0,605250.0,600430.0,596547.0,593774.0,592231.0,591922.0,592781.0,594653.0,597340.0,600619.0,604212.0,607843.0,611309.0,614387.0,616866.0,618574.0,619334.0,619087.0
62,791328,798873.0,803155.0,803865.0,815673.0,831175.0,829177.0,823995.0,812657.0,803803.0,808267.0,820442.0,841025.0,857225.0,844412.0,812241.0,772624.0,740297.0,738809.0,748068.0,752678.0,773741.0,788995.0,781490.0,751777.0,729279.0,729595.0,731431.0,725376.0,715734.0,705543.0,692075.0,678958.0,661010.0,634430.0,615652.0,622310.0,634033.0,635149.0,646296.0,665753.0,687419.0,704957.0,704023.0,703271.0,707158.0,709145.0,718657.0,722735.0,721561.0,726832.0,728243.0,724827.0,713004.0,701594.0,691758.0,677481.0,657482.0,640712.0,626753.0,616960.0,603223.0,592738.0,602949.0,598147.0,594279.0,591516.0,589979.0,589671.0,590527.0,592392.0,595069.0,598335.0,601915.0,605532.0,608985.0,612051.0,614521.0,616222.0,616979.0
63,781264,788266.0,795782.0,800047.0,800755.0,812517.0,827959.0,825969.0,820807.0,809513.0,800693.0,805140.0,817267.0,837771.0,853908.0,841145.0,809098.0,769634.0,737433.0,735950.0,745173.0,749766.0,770747.0,785942.0,778466.0,748868.0,726457.0,726772.0,728601.0,722569.0,712965.0,702813.0,689397.0,676331.0,658452.0,631975.0,613270.0,619902.0,631580.0,632691.0,643795.0,663177.0,684759.0,702229.0,701299.0,700550.0,704422.0,706401.0,715876.0,719938.0,718769.0,724020.0,725425.0,722022.0,710245.0,698879.0,689081.0,674860.0,654938.0,638233.0,624328.0,614573.0,600889.0,590444.0,600616.0,595833.0,591980.0,589227.0,587696.0,587389.0,588242.0,590100.0,592766.0,596020.0,599586.0,603189.0,606629.0,609683.0,612143.0,613838.0
