Age,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
30,531698,528396.0,521145.0,503347.0,488990.0,482465.0,481101.0,477034.0,476846.0,483434.0,483273.0,478136.0,481878.0,490888.0,495091.0,500608.0,505667.0,515154.0,510616.0,492479.0,485100.0,474161.0,453732.0,444300.0,443347.0,434264.0,417099.0,392754.0,370673.0,350496.0,346797.0,338556.0,332281.0,326482.0,321080.0,315899.0,311165.0,306862.0,302844.0,299194.0,295961.0,292976.0,289992.0,286733.0,283195.0,279446.0,275789.0,272039.0,268298.0,264789.0,261454.0,258128.0,254754.0,251367.0,247905.0,244244.0,240533.0,236863.0,233058.0,229028.0,224852.0,220495.0,215983.0,211213.0,206467.0,202006.0,197624.0,193396.0,189504.0,185722.0,181904.0,178188.0,174738.0,171686.0,168995.0,166601.0,164204.0,161885.0,159590.0,157322.0
31,539556,530912.0,527615.0,520375.0,502603.0,488267.0,481752.0,480390.0,476329.0,476141.0,482719.0,482559.0,477429.0,481166.0,490162.0,494359.0,499868.0,504919.0,514392.0,509861.0,491751.0,484383.0,473460.0,453061.0,443643.0,442692.0,433622.0,416482.0,392173.0,370125.0,349978.0,346284.0,338056.0,331790.0,325999.0,320605.0,315432.0,310705.0,306408.0,302396.0,298752.0,295523.0,292543.0,289563.0,286309.0,282776.0,279033.0,275381.0,271637.0,267901.0,264398.0,261068.0,257746.0,254377.0,250995.0,247539.0,243883.0,240177.0,236513.0,232713.0,228689.0,224520.0,220169.0,215664.0,210901.0,206162.0,201707.0,197332.0,193110.0,189224.0,185447.0,181635.0,177925.0,174480.0,171432.0,168745.0,166355.0,163961.0,161646.0,159354.0
32,548047,538727.0,530096.0,526804.0,519576.0,501831.0,487517.0,481012.0,479652.0,475597.0,475410.0,481977.0,481818.0,476696.0,480427.0,489409.0,493600.0,499100.0,504143.0,513602.0,509078.0,490996.0,483639.0,472733.0,452365.0,442961.0,442012.0,432956.0,415842.0,391571.0,369556.0,349440.0,345752.0,337537.0,331280.0,325498.0,320112.0,314947.0,310228.0,305937.0,301931.0,298293.0,295069.0,292094.0,289118.0,285869.0,282342.0,278604.0,274958.0,271220.0,267489.0,263992.0,260667.0,257350.0,253986.0,250609.0,247159.0,243508.0,239808.0,236150.0,232356.0,228338.0,224175.0,219831.0,215333.0,210577.0,205845.0,201397.0,197029.0,192813.0,188933.0,185162.0,181356.0,177652.0,174212.0,171169.0,168486.0,166099.0,163709.0,161398.0
33,555889,547173.0,537868.0,529251.0,525964.0,518748.0,501031.0,486740.0,480245.0,478887.0,474839.0,474652.0,481209.0,481050.0,475936.0,479661.0,488629.0,492813.0,498304.0,503339.0,512783.0,508266.0,490213.0,482868.0,471979.0,451644.0,442255.0,441307.0,432266.0,415179.0,390947.0,368967.0,348883.0,345201.0,336999.0,330752.0,324979.0,319602.0,314445.0,309733.0,305449.0,301450.0,297817.0,294599.0,291628.0,288657.0,285413.0,281892.0,278160.0,274520.0,270788.0,267063.0,263571.0,260251.0,256940.0,253581.0,250209.0,246765.0,243120.0,239426.0,235774.0,231986.0,227974.0,223818.0,219481.0,214990.0,210241.0,205517.0,201076.0,196715.0,192506.0,188632.0,184867.0,181067.0,177369.0,173934.0,170896.0,168217.0,165834.0,163448.0
34,565764,554971.0,546269.0,536979.0,528377.0,525095.0,517891.0,500203.0,485936.0,479452.0,478096.0,474054.0,473868.0,480414.0,480255.0,475150.0,478869.0,487822.0,491999.0,497481.0,502507.0,511936.0,507426.0,489403.0,482070.0,471199.0,450898.0,441524.0,440578.0,431552.0,414493.0,390301.0,368357.0,348307.0,344631.0,336442.0,330206.0,324442.0,319074.0,313925.0,309221.0,304944.0,300952.0,297325.0,294112.0,291146.0,288180.0,284941.0,281426.0,277700.0,274066.0,270341.0,266622.0,263136.0,259821.0,256515.0,253162.0,249796.0,246357.0,242718.0,239030.0,235384.0,231603.0,227597.0,223448.0,219118.0,214635.0,209894.0,205177.0,200744.0,196390.0,192188.0,188320.0,184562.0,180768.0,177076.0,173647.0,170614.0,167939.0,165560.0
35,581890,564796.0,554022.0,545335.0,536061.0,527473.0,524197.0,517005.0,499348.0,485105.0,478632.0,477278.0,473243.0,473058.0,479592.0,479434.0,474337.0,478050.0,486988.0,491158.0,496630.0,501648.0,511061.0,506558.0,488566.0,481246.0,470393.0,450127.0,440769.0,439825.0,430814.0,413784.0,389634.0,367727.0,347711.0,344042.0,335867.0,329641.0,323887.0,318528.0,313388.0,308692.0,304423.0,300437.0,296817.0,293609.0,290648.0,287687.0,284454.0,280945.0,277225.0,273597.0,269879.0,266166.0,262686.0,259377.0,256076.0,252729.0,249369.0,245936.0,242303.0,238621.0,234981.0,231207.0,227208.0,223066.0,218743.0,214268.0,209535.0,204826.0,200401.0,196054.0,191859.0,187998.0,184246.0,180459.0,176773.0,173350.0,170322.0,167652.0
36,602660,580861.0,563797.0,553042.0,544371.0,535113.0,526540.0,523270.0,516091.0,498465.0,484247.0,477786.0,476434.0,472406.0,472222.0,478744.0,478586.0,473498.0,477205.0,486127.0,490290.0,495752.0,500761.0,510157.0,505662.0,487702.0,480395.0,469561.0,449331.0,439990.0,439047.0,430052.0,413052.0,388945.0,367077.0,347096.0,343434.0,335273.0,329058.0,323314.0,317965.0,312834.0,308146.0,303885.0,299906.0,296292.0,293090.0,290134.0,287178.0,283951.0,280448.0,276735.0,273113.0,269402.0,265695.0,262222.0,258918.0,255623.0,252282.0,248928.0,245501.0,241875.0,238199.0,234566.0,230798.0,226806.0,222672.0,218356.0,213889.0,209165.0,204464.0,200047.0,195707.0,191520.0,187666.0,183920.0,180140.0,176460.0,173043.0,170021.0
37,623749,601559.0,579800.0,562767.0,552032.0,543377.0,534136.0,525578.0,522314.0,515149.0,497555.0,483363.0,476914.0,475564.0,471543.0,471360.0,477870.0,477712.0,472633.0,476334.0,485239.0,489395.0,494847.0,499847.0,509225.0,504739.0,486811.0,479518.0,468704.0,448510.0,439187.0,438245.0,429267.0,412298.0,388235.0,366407.0,346462.0,342807.0,334661.0,328457.0,322724.0,317384.0,312263.0,307583.0,303330.0,299358.0,295751.0,292555.0,289604.0,286654.0,283432.0,279936.0,276230.0,272614.0,268910.0,265210.0,261743.0,258445.0,255156.0,251821.0,248473.0,245053.0,241433.0,237764.0,234138.0,230377.0,226392.0,222265.0,217957.0,213498.0,208783.0,204091.0,199682.0,195350.0,191170.0,187323.0,183584.0,179811.0,176138.0,172727.0
38,651602,622574.0,600426.0,578708.0,561707.0,550992.0,542353.0,533130.0,524588.0,521330.0,514178.0,496618.0,482452.0,476015.0,474668.0,470655.0,470472.0,476970.0,476812.0,471743.0,475437.0,484325.0,488473.0,493915.0,498905.0,508266.0,503788.0,485894.0,478615.0,467821.0,447665.0,438360.0,437419.0,428458.0,411521.0,387504.0,365717.0,345809.0,342161.0,334030.0,327838.0,322116.0,316786.0,311675.0,307003.0,302759.0,298794.0,295194.0,292004.0,289058.0,286114.0,282898.0,279409.0,275710.0,272100.0,268403.0,264710.0,261250.0,257958.0,254675.0,251347.0,248005.0,244591.0,240978.0,237316.0,233697.0,229943.0,225965.0,221846.0,217546.0,213096.0,208390.0,203706.0,199306.0,194982.0,190810.0,186970.0,183238.0,179472.0,175806.0
39,684444,650337.0,621365.0,599260.0,577584.0,560616.0,549922.0,541300.0,532095.0,523569.0,520318.0,513179.0,495654.0,481515.0,475091.0,473746.0,469741.0,469558.0,476044.0,475886.0,470827.0,474514.0,483384.0,487524.0,492956.0,497936.0,507279.0,502810.0,484950.0,477686.0,466912.0,446796.0,437509.0,436570.0,427626.0,410722.0,386751.0,365007.0,345137.0,341497.0,333381.0,327201.0,321490.0,316171.0,311070.0,306407.0,302171.0,298214.0,294621.0,291437.0,288497.0,285558.0,282349.0,278866.0,275175.0,271572.0,267882.0,264196.0,260743.0,257457.0,254180.0,250859.0,247523.0,244116.0,240510.0,236855.0,233243.0,229496.0,225526.0,221415.0,217124.0,212682.0,207985.0,203310.0,198919.0,194603.0,190439.0,186607.0,182882.0,179123.0
40,716274,683075.0,649036.0,620122.0,598061.0,576429.0,559495.0,548822.0,540217.0,531031.0,522522.0,519277.0,512153.0,494663.0,480552.0,474141.0,472799.0,468802.0,468619.0,475092.0,474934.0,469885.0,473565.0,482417.0,486549.0,491970.0,496940.0,506264.0,501804.0,483980.0,476731.0,465978.0,445902.0,436634.0,435697.0,426771.0,409901.0,385978.0,364277.0,344447.0,340814.0,332714.0,326547.0,320847.0,315539.0,310448.0,305794.0,301567.0,297618.0,294032.0,290854.0,287920.0,284987.0,281784.0,278308.0,274625.0,271029.0,267346.0,263668.0,260222.0,256942.0,253672.0,250357.0,247028.0,243628.0,240029.0,236381.0,232777.0,229037.0,225075.0,220972.0,216690.0,212257.0,207569.0,202903.0,198521.0,194214.0,190058.0,186234.0,182516.0
41,744226,714800.0,681669.0,647700.0,618846.0,596830.0,575243.0,558344.0,547693.0,539105.0,529938.0,521447.0,518208.0,511099.0,493645.0,479563.0,473165.0,471826.0,467837.0,467655.0,474114.0,473957.0,468918.0,472590.0,481424.0,485548.0,490958.0,495917.0,505222.0,500771.0,482984.0,475750.0,465019.0,444984.0,435735.0,434800.0,425893.0,409057.0,385184.0,363527.0,343738.0,340113.0,332029.0,325875.0,320187.0,314890.0,309809.0,305165.0,300946.0,297006.0,293427.0,290255.0,287327.0,284401.0,281204.0,277735.0,274060.0,270471.0,266796.0,263125.0,259686.0,256413.0,253150.0,249842.0,246520.0,243127.0,239535.0,235895.0,232298.0,228566.0,224612.0,220517.0,216244.0,211820.0,207142.0,202485.0,198112.0,193814.0,189667.0,185851.0
42,772202,742651.0,713288.0,680227.0,646330.0,617537.0,595567.0,574026.0,557163.0,546534.0,537964.0,528817.0,520344.0,517112.0,510018.0,492600.0,478548.0,472164.0,470828.0,466847.0,466665.0,473111.0,472954.0,467926.0,471590.0,480405.0,484521.0,489919.0,494868.0,504153.0,499711.0,481962.0,474743.0,464035.0,444042.0,434813.0,433880.0,424992.0,408191.0,384369.0,362758.0,343011.0,339393.0,331326.0,325185.0,319510.0,314224.0,309153.0,304519.0,300309.0,296378.0,292806.0,289641.0,286719.0,283799.0,280609.0,277147.0,273480.0,269899.0,266231.0,262568.0,259137.0,255870.0,252614.0,249313.0,245998.0,242613.0,239028.0,235396.0,231806.0,228082.0,224137.0,220050.0,215786.0,211372.0,206704.0,202057.0,197693.0,193404.0,189266.0
43,794375,770523.0,741037.0,711737.0,678748.0,644925.0,616195.0,594272.0,572778.0,555952.0,545346.0,536795.0,527667.0,519213.0,515988.0,508909.0,491529.0,477508.0,471138.0,469804.0,465832.0,465651.0,472083.0,471926.0,466909.0,470565.0,479361.0,483468.0,488854.0,493792.0,503057.0,498625.0,480914.0,473711.0,463026.0,443077.0,433868.0,432937.0,424068.0,407304.0,383533.0,361969.0,342265.0,338655.0,330606.0,324478.0,318815.0,313541.0,308481.0,303857.0,299656.0,295734.0,292169.0,289011.0,286096.0,283182.0,279999.0,276545.0,272885.0,269312.0,265652.0,261997.0,258574.0,255314.0,252065.0,248771.0,245463.0,242086.0,238508.0,234884.0,231302.0,227586.0,223650.0,219572.0,215317.0,210912.0,206255.0,201618.0,197263.0,192984.0
44,806764,792602.0,768803.0,739383.0,710148.0,677233.0,643486.0,614820.0,592946.0,571500.0,554711.0,544129.0,535597.0,526489.0,518054.0,514836.0,507773.0,490432.0,476442.0,470086.0,468755.0,464792.0,464612.0,471029.0,470873.0,465867.0,469515.0,478291.0,482389.0,487763.0,492690.0,501934.0,497512.0,479841.0,472654.0,461993.0,442088.0,432900.0,431971.0,423122.0,406395.0,382677.0,361161.0,341501.0,337899.0,329868.0,323754.0,318103.0,312841.0,307793.0,303179.0,298987.0,295074.0,291517.0,288366.0,285457.0,282550.0,279374.0,275928.0,272276.0,268711.0,265059.0,261412.0,257997.0,254744.0,251502.0,248216.0,244915.0,241546.0,237976.0,234360.0,230786.0,227078.0,223151.0,219082.0,214836.0,210441.0,205795.0,201168.0,196823.0
45,810778,804917.0,790787.0,767043.0,737690.0,708522.0,675682.0,642013.0,613412.0,591588.0,570191.0,553441.0,542883.0,534371.0,525283.0,516868.0,513657.0,506610.0,489309.0,475351.0,469010.0,467682.0,463728.0,463548.0,469950.0,469795.0,464800.0,468440.0,477196.0,481284.0,486646.0,491562.0,500785.0,496373.0,478742.0,471572.0,460935.0,441076.0,431909.0,430982.0,422153.0,405464.0,381801.0,360334.0,340719.0,337125.0,329113.0,323013.0,317375.0,312125.0,307088.0,302485.0,298302.0,294398.0,290849.0,287706.0,284803.0,281903.0,278734.0,275296.0,271653.0,268096.0,264452.0,260813.0,257406.0,254161.0,250926.0,247648.0,244354.0,240993.0,237431.0,233823.0,230258.0,226558.0,222640.0,218580.0,214344.0,209959.0,205324.0,200707.0
46,804579,808874.0,803027.0,788930.0,765242.0,735958.0,706859.0,674096.0,640506.0,611972.0,590199.0,568852.0,552142.0,541608.0,533116.0,524050.0,515654.0,512451.0,505421.0,488160.0,474235.0,467909.0,466584.0,462639.0,462460.0,468847.0,468692.0,463709.0,467340.0,476076.0,480154.0,485503.0,490408.0,499609.0,495208.0,477618.0,470465.0,459853.0,440040.0,430895.0,429970.0,421162.0,404512.0,380905.0,359488.0,339919.0,336333.0,328340.0,322255.0,316630.0,311392.0,306367.0,301775.0,297602.0,293707.0,290166.0,287031.0,284134.0,281241.0,278080.0,274650.0,271015.0,267467.0,263831.0,260201.0,256802.0,253564.0,250337.0,247067.0,243780.0,240427.0,236874.0,233274.0,229717.0,226026.0,222117.0,218067.0,213841.0,209466.0,204842.0
47,791669,802643.0,806928.0,801095.0,787032.0,763401.0,734187.0,705158.0,672474.0,638965.0,610500.0,588779.0,567483.0,550814.0,540305.0,531833.0,522789.0,514413.0,511218.0,504205.0,486986.0,473094.0,466783.0,465462.0,461526.0,461347.0,467719.0,467564.0,462593.0,466216.0,474931.0,478999.0,484335.0,489228.0,498407.0,494017.0,476469.0,469333.0,458747.0,438981.0,429858.0,428936.0,420149.0,403539.0,379989.0,358623.0,339101.0,335524.0,327550.0,321480.0,315868.0,310643.0,305630.0,301049.0,296886.0,293000.0,289468.0,286340.0,283450.0,280564.0,277411.0,273989.0,270363.0,266824.0,263196.0,259575.0,256184.0,252954.0,249735.0,246473.0,243194.0,239849.0,236304.0,232713.0,229164.0,225482.0,221583.0,217542.0,213327.0,208962.0
48,779818,789719.0,800665.0,804940.0,799121.0,785093.0,761520.0,732378.0,703421.0,670817.0,637391.0,608996.0,587328.0,566085.0,549457.0,538974.0,530523.0,521501.0,513146.0,509958.0,502963.0,485786.0,471928.0,465633.0,464315.0,460389.0,460210.0,466567.0,466412.0,461453.0,465067.0,473761.0,477819.0,483142.0,488023.0,497179.0,492800.0,475295.0,468177.0,457617.0,437899.0,428799.0,427879.0,419114.0,402545.0,379053.0,357739.0,338266.0,334697.0,326743.0,320688.0,315090.0,309878.0,304877.0,300307.0,296155.0,292278.0,288755.0,285635.0,282752.0,279873.0,276728.0,273314.0,269697.0,266167.0,262548.0,258935.0,255553.0,252331.0,249120.0,245866.0,242595.0,239258.0,235722.0,232140.0,228599.0,224926.0,221037.0,217006.0,212801.0
49,771574,777852.0,787728.0,798646.0,802910.0,797106.0,783113.0,759600.0,730531.0,701647.0,669125.0,635784.0,607460.0,585847.0,564657.0,548071.0,537615.0,529185.0,520186.0,511852.0,508672.0,501695.0,484561.0,470738.0,464459.0,463144.0,459228.0,459049.0,465390.0,465236.0,460289.0,463894.0,472566.0,476614.0,481924.0,486792.0,495925.0,491557.0,474096.0,466996.0,456463.0,436795.0,427718.0,426800.0,418057.0,401530.0,378097.0,356837.0,337413.0,333853.0,325919.0,319879.0,314295.0,309097.0,304108.0,299550.0,295408.0,291541.0,288027.0,284915.0,282039.0,279167.0,276030.0,272625.0,269017.0,265496.0,261886.0,258282.0,254909.0,251695.0,248492.0,245246.0,241983.0,238655.0,235128.0,231555.0,228023.0,224359.0,220480.0,216459.0
50,759442,769584.0,775845.0,785696.0,796586.0,800839.0,795050.0,781093.0,757640.0,728646.0,699837.0,667399.0,634144.0,605893.0,584336.0,563200.0,546657.0,536228.0,527820.0,518844.0,510532.0,507360.0,500401.0,483311.0,469524.0,463261.0,461949.0,458043.0,457865.0,464189.0,464036.0,459102.0,462697.0,471347.0,475384.0,480681.0,485536.0,494646.0,490289.0,472873.0,465791.0,455285.0,435668.0,426615.0,425699.0,416979.0,400494.0,377122.0,355916.0,336543.0,332992.0,325078.0,319054.0,313484.0,308300.0,303323.0,298777.0,294646.0,290789.0,287284.0,284180.0,281311.0,278447.0,275318.0,271922.0,268323.0,264811.0,261210.0,257616.0,254251.0,251046.0,247851.0,244613.0,241359.0,238039.0,234521.0,230958.0,227435.0,223780.0,219911.0
51,749470,757439.0,767554.0,773799.0,783624.0,794485.0,798727.0,792953.0,779033.0,755642.0,726724.0,697991.0,665639.0,632471.0,604295.0,582795.0,561714.0,545215.0,534814.0,526428.0,517475.0,509185.0,506022.0,499081.0,482036.0,468286.0,462039.0,460731.0,456835.0,456657.0,462965.0,462812.0,457891.0,461477.0,470104.0,474130.0,479413.0,484255.0,493341.0,488996.0,471626.0,464562.0,454084.0,434519.0,425490.0,424576.0,415879.0,399438.0,376127.0,354977.0,335655.0,332114.0,324221.0,318212.0,312657.0,307487.0,302523.0,297989.0,293869.0,290022.0,286526.0,283430.0,280569.0,277713.0,274592.0,271205.0,267615.0,264113.0,260521.0,256936.0,253580.0,250384.0,247197.0,243968.0,240722.0,237411.0,233902.0,230349.0,226835.0,223190.0
52,741554,747450.0,755397.0,765485.0,771713.0,781512.0,792343.0,796574.0,790815.0,776933.0,753605.0,724765.0,696109.0,663845.0,630766.0,602666.0,581224.0,560200.0,543745.0,533372.0,525009.0,516080.0,507812.0,504658.0,497736.0,480737.0,467024.0,460794.0,459489.0,455604.0,455426.0,461717.0,461564.0,456657.0,460233.0,468837.0,472852.0,478121.0,482950.0,492011.0,487678.0,470355.0,463310.0,452860.0,433348.0,424343.0,423431.0,414758.0,398361.0,375113.0,354020.0,334750.0,331219.0,323347.0,317354.0,311814.0,306658.0,301708.0,297186.0,293077.0,289240.0,285754.0,282666.0,279813.0,276964.0,273852.0,270474.0,266894.0,263401.0,259819.0,256243.0,252896.0,249709.0,246531.0,243310.0,240073.0,236771.0,233271.0,229728.0,226224.0
53,739328,739512.0,745392.0,753317.0,763377.0,769588.0,779360.0,790161.0,794381.0,788637.0,774794.0,751530.0,722769.0,694192.0,662017.0,629029.0,601006.0,579624.0,558657.0,542248.0,531903.0,523563.0,514659.0,506414.0,503268.0,496365.0,479413.0,465738.0,459525.0,458224.0,454349.0,454172.0,460446.0,460293.0,455400.0,458966.0,467546.0,471550.0,476804.0,481620.0,490656.0,486335.0,469060.0,462034.0,451613.0,432155.0,423175.0,422265.0,413616.0,397264.0,374080.0,353045.0,333828.0,330307.0,322457.0,316480.0,310955.0,305814.0,300877.0,296368.0,292270.0,288444.0,284967.0,281888.0,279043.0,276201.0,273098.0,269729.0,266159.0,262676.0,259104.0,255537.0,252200.0,249021.0,245852.0,242640.0,239412.0,236119.0,232629.0,229095.0
54,731032,737249.0,737433.0,743296.0,751199.0,761231.0,767424.0,777169.0,787939.0,792148.0,786420.0,772616.0,749417.0,720737.0,692240.0,660156.0,627260.0,599316.0,577994.0,557086.0,540723.0,530408.0,522091.0,513212.0,504990.0,501853.0,494969.0,478065.0,464429.0,458233.0,456936.0,453072.0,452895.0,459151.0,458999.0,454120.0,457676.0,466231.0,470224.0,475463.0,480266.0,489276.0,484968.0,467741.0,460735.0,450343.0,430940.0,421985.0,421078.0,412453.0,396147.0,373028.0,352052.0,332889.0,329378.0,321550.0,315590.0,310081.0,304954.0,300031.0,295535.0,291448.0,287633.0,284166.0,281095.0,278258.0,275424.0,272330.0,268971.0,265411.0,261937.0,258376.0,254819.0,251491.0,248321.0,245161.0,241958.0,238739.0,235455.0,231975.0
55,717754,728934.0,735133.0,735317.0,741163.0,749043.0,759047.0,765222.0,774939.0,785678.0,789875.0,784163.0,770399.0,747267.0,718669.0,690254.0,658262.0,625460.0,597596.0,576335.0,555487.0,539171.0,528886.0,520593.0,511739.0,503541.0,500413.0,493549.0,476693.0,463096.0,456918.0,455625.0,451772.0,451595.0,457833.0,457682.0,452817.0,456363.0,464893.0,468875.0,474099.0,478888.0,487872.0,483576.0,466399.0,459413.0,449051.0,429703.0,420774.0,419870.0,411269.0,395010.0,371958.0,351042.0,331934.0,328433.0,320627.0,314684.0,309191.0,304079.0,299170.0,294687.0,290612.0,286808.0,283351.0,280288.0,277460.0,274634.0,271549.0,268199.0,264649.0,261185.0,257635.0,254088.0,250769.0,247608.0,244457.0,241264.0,238054.0,234779.0
56,717766,715653.0,726800.0,732981.0,733164.0,738993.0,746850.0,756825.0,762982.0,772670.0,783378.0,787563.0,781867.0,768144.0,745079.0,716565.0,688233.0,656335.0,623629.0,595847.0,574648.0,553861.0,537593.0,527338.0,519069.0,510241.0,502067.0,498948.0,492104.0,475297.0,461740.0,455580.0,454291.0,450449.0,450273.0,456493.0,456342.0,451491.0,455027.0,463532.0,467502.0,472711.0,477486.0,486444.0,482160.0,465034.0,458068.0,447736.0,428445.0,419542.0,418641.0,410065.0,393854.0,370869.0,350014.0,330962.0,327472.0,319688.0,313763.0,308286.0,303189.0,298294.0,293824.0,289761.0,285968.0,282521.0,279467.0,276648.0,273830.0,270754.0,267414.0,263874.0,260420.0,256881.0,253344.0,250035.0,246883.0,243741.0,240558.0,237357.0
57,703058,715623.0,713516.0,724630.0,730793.0,730975.0,736787.0,744620.0,754566.0,760704.0,770363.0,781039.0,785212.0,779533.0,765851.0,742855.0,714426.0,686178.0,654376.0,621767.0,594068.0,572932.0,552207.0,535988.0,525764.0,517519.0,508718.0,500568.0,497458.0,490635.0,473878.0,460361.0,454220.0,452935.0,449104.0,448929.0,455130.0,454980.0,450143.0,453669.0,462148.0,466106.0,471300.0,476060.0,484992.0,480721.0,463646.0,456700.0,446399.0,427166.0,418289.0,417391.0,408841.0,392678.0,369762.0,348969.0,329974.0,326494.0,318734.0,312826.0,307366.0,302284.0,297403.0,292947.0,288896.0,285114.0,281678.0,278633.0,275822.0,273012.0,269946.0,266616.0,263086.0,259643.0,256114.0,252588.0,249289.0,246146.0,243013.0,239840.0
58,672546,700918.0,713445.0,711344.0,722425.0,728569.0,728750.0,734545.0,742354.0,752270.0,758389.0,768018.0,778662.0,782822.0,777161.0,763520.0,740594.0,712252.0,684090.0,652384.0,619875.0,592260.0,571188.0,550526.0,534357.0,524164.0,515944.0,507170.0,499045.0,495944.0,489142.0,472436.0,458960.0,452838.0,451557.0,447737.0,447563.0,453745.0,453595.0,448773.0,452288.0,460741.0,464687.0,469866.0,474611.0,483516.0,479258.0,462235.0,455310.0,445040.0,425866.0,417016.0,416121.0,407597.0,391483.0,368637.0,347907.0,328970.0,325500.0,317764.0,311874.0,306431.0,301364.0,296498.0,292055.0,288017.0,284246.0,280821.0,277785.0,274983.0,272181.0,269124.0,265805.0,262285.0,258853.0,255335.0,251819.0,248530.0,245397.0,242273.0
59,651432,670460.0,698744.0,711232.0,709138.0,720184.0,726309.0,726490.0,732267.0,740052.0,749937.0,756037.0,765636.0,776247.0,780394.0,774751.0,761152.0,738297.0,710043.0,681968.0,650361.0,617953.0,590423.0,569416.0,548819.0,532700.0,522538.0,514344.0,505597.0,497497.0,494406.0,487625.0,470971.0,457537.0,451434.0,450157.0,446348.0,446175.0,452338.0,452188.0,447381.0,450885.0,459312.0,463246.0,468409.0,473139.0,482016.0,477772.0,460801.0,453898.0,443660.0,424545.0,415723.0,414830.0,406333.0,390269.0,367494.0,346828.0,327950.0,324490.0,316778.0,310907.0,305481.0,300429.0,295578.0,291149.0,287124.0,283364.0,279950.0,276923.0,274130.0,271337.0,268289.0,264981.0,261472.0,258050.0,254543.0,251038.0,247759.0,244636.0
60,642982,649374.0,668342.0,696536.0,708985.0,706898.0,717909.0,724014.0,724195.0,729953.0,737714.0,747568.0,753648.0,763217.0,773795.0,777928.0,772303.0,758747.0,735964.0,707800.0,679813.0,648306.0,616001.0,588558.0,567617.0,547085.0,531017.0,520887.0,512719.0,504000.0,495925.0,492844.0,486084.0,469483.0,456091.0,450008.0,448735.0,444938.0,444765.0,450909.0,450759.0,445968.0,449460.0,457861.0,461782.0,466929.0,471644.0,480493.0,476263.0,459345.0,452464.0,442258.0,423204.0,414410.0,413519.0,405049.0,389036.0,366333.0,345732.0,326914.0,323465.0,315777.0,309925.0,304516.0,299480.0,294644.0,290229.0,286217.0,282469.0,279066.0,276048.0,273264.0,270480.0,267441.0,264144.0,260646.0,257235.0,253739.0,250245.0,246976.0
61,632994,640913.0,647285.0,666192.0,694295.0,706704.0,704624.0,715599.0,721685.0,721865.0,727604.0,735340.0,745163.0,751223.0,760761.0,771305.0,775425.0,769818.0,756306.0,733596.0,705523.0,677626.0,646220.0,614019.0,586664.0,565791.0,545325.0,529309.0,519211.0,511069.0,502378.0,494329.0,491258.0,484520.0,467972.0,454624.0,448560.0,447291.0,443506.0,443334.0,449458.0,449309.0,444533.0,448014.0,456388.0,460296.0,465427.0,470127.0,478947.0,474731.0,457867.0,451008.0,440835.0,421842.0,413077.0,412189.0,403746.0,387784.0,365154.0,344620.0,325862.0,322424.0,314761.0,308928.0,303536.0,298516.0,293696.0,289295.0,285296.0,281560.0,278168.0,275160.0,272385.0,269610.0,266581.0,263294.0,259807.0,256407.0,252923.0,249440.0
62,614269,630921.0,638814.0,645165.0,664010.0,692021.0,704389.0,702316.0,713255.0,719321.0,719501.0,725221.0,732932.0,742722.0,748762.0,758269.0,768779.0,772885.0,767297.0,753829.0,731193.0,703212.0,675407.0,644103.0,612008.0,584742.0,563938.0,543539.0,527575.0,517510.0,509395.0,500733.0,492710.0,489649.0,482933.0,466439.0,453135.0,447091.0,445826.0,442053.0,441882.0,447986.0,447837.0,443077.0,446547.0,454893.0,458788.0,463903.0,468587.0,477378.0,473176.0,456367.0,449531.0,439391.0,420460.0,411724.0,410839.0,402424.0,386514.0,363958.0,343491.0,324795.0,321368.0,313730.0,307916.0,302542.0,297538.0,292734.0,288347.0,284362.0,280638.0,277257.0,274259.0,271493.0,268727.0,265708.0,262432.0,258956.0,255567.0,252095.0
63,597159,612221.0,628818.0,636685.0,643014.0,661797.0,689714.0,702041.0,699975.0,710877.0,716923.0,717103.0,722804.0,730489.0,740246.0,746266.0,755741.0,766216.0,770309.0,764739.0,751316.0,728756.0,700868.0,673156.0,641956.0,609968.0,582793.0,562058.0,541727.0,525816.0,515785.0,507697.0,499064.0,491068.0,488017.0,481323.0,464884.0,451625.0,445601.0,444340.0,440579.0,440409.0,446493.0,446344.0,441600.0,445059.0,453377.0,457259.0,462357.0,467025.0,475787.0,471599.0,454846.0,448033.0,437926.0,419058.0,410352.0,409470.0,401083.0,385226.0,362745.0,342346.0,323712.0,320297.0,312684.0,306890.0,301534.0,296546.0,291758.0,287386.0,283414.0,279703.0,276333.0,273345.0,270588.0,267831.0,264822.0,261557.0,258093.0,254715.0
